id,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,FPs
TRAIN_1785,74.03,84.91,-0.094,369.414,5,1,6,-0.094,80.76,[0 0 0 ... 0 0 0]
TRAIN_1786,0.88,4.89,4.635,301.355,2,1,5,4.635,38.33,[0 0 0 ... 0 0 0]
TRAIN_1787,1.001,0.588,2.756,273.779,2,0,3,2.756,57.77,[0 0 1 ... 0 0 0]
TRAIN_1788,21.31,48.604,3.412,305.599,2,1,5,3.412,48.95,[0 0 0 ... 0 0 0]
TRAIN_1789,89.54,91.842,-1.36,294.368,5,0,5,-1.36,84.53,[0 0 0 ... 0 0 0]
TRAIN_1790,99.99,92.82,4.0,464.557,6,2,7,3.428,86.64,[0 0 0 ... 0 0 0]
TRAIN_1791,53.9,99.99,1.221,270.33,3,1,5,1.226,59.81,[0 0 0 ... 0 0 0]
TRAIN_1792,0.01,26.71,2.317,269.345,3,0,2,2.317,45.15,[0 0 0 ... 0 0 0]
TRAIN_1793,82.778,86.729,6.501,496.666,1,1,4,6.501,68.74,[0 0 0 ... 0 0 0]
TRAIN_1794,94.3,56.5,2.242,379.517,5,2,2,2.242,99.46,[0 0 1 ... 0 0 0]
TRAIN_1795,9.95,14.913,3.749,377.44,5,1,4,3.749,74.09,[0 0 0 ... 0 0 0]
TRAIN_1796,62.088,59.354,4.832,499.604,5,1,11,4.832,89.35,[0 0 0 ... 0 0 0]
TRAIN_1797,90.14,99.0,-0.419,297.33,5,2,4,-0.316,115.98,[0 0 0 ... 0 0 0]
TRAIN_1798,1.285,41.45,2.535,333.379,5,2,5,1.061,92.7,[0 0 0 ... 0 0 0]
TRAIN_1799,99.99,49.98,1.977,396.463,4,2,5,2.036,101.47,[0 0 0 ... 0 0 0]
TRAIN_1800,1.86,0.18,4.385,433.092,5,2,5,4.384,71.81,[0 0 0 ... 0 0 0]
TRAIN_1801,5.693,3.927,4.042,477.6,6,2,6,4.043,153.8,[0 0 0 ... 0 0 0]
TRAIN_1802,78.48,92.328,2.66,399.445,5,1,3,2.556,98.06,[0 0 0 ... 0 0 0]
TRAIN_1803,55.29,84.02,2.045,361.462,4,1,4,2.045,88.5,[0 0 0 ... 0 0 0]
TRAIN_1804,38.418,57.254,3.486,367.832,3,1,4,3.486,64.22,[0 0 0 ... 0 0 0]
TRAIN_1805,63.06,41.46,-0.949,323.348,4,1,3,-0.949,93.27,[0 0 0 ... 0 0 0]
TRAIN_1806,1.0,1.0,4.085,325.373,2,1,4,4.085,54.55,[0 0 0 ... 0 0 0]
TRAIN_1807,99.99,99.99,3.289,475.626,5,1,10,1.873,62.63,[0 0 0 ... 0 0 0]
TRAIN_1808,98.682,79.232,1.29,301.1,6,1,3,-0.175,98.72,[0 0 0 ... 0 0 0]
TRAIN_1809,14.94,28.54,2.68,435.491,4,0,9,2.27,60.93,[0 0 0 ... 0 0 0]
TRAIN_1810,4.81,44.0,1.961,364.282,3,0,5,1.961,91.82,[0 0 0 ... 0 0 0]
TRAIN_1811,0.76,13.36,3.915,391.486,3,2,8,3.915,95.25,[0 0 0 ... 0 0 0]
TRAIN_1812,26.557,29.01,4.898,456.556,3,1,8,4.898,74.86,[0 0 0 ... 0 0 0]
TRAIN_1813,59.51,77.22,4.138,428.529,5,1,6,4.005,70.31,[0 0 0 ... 0 0 0]
TRAIN_1814,2.464,16.783,4.978,385.434,3,0,4,4.978,42.16,[0 0 0 ... 0 0 0]
TRAIN_1815,24.74,92.4,2.165,349.448,4,0,5,2.165,90.45,[0 0 0 ... 0 0 0]
TRAIN_1816,18.05,69.52,2.979,293.32,2,1,2,2.978,62.13,[0 0 0 ... 0 0 0]
TRAIN_1817,15.18,54.46,3.141,365.426,3,1,5,3.14,63.57,[0 0 0 ... 0 0 0]
TRAIN_1818,1.0,0.5,5.424,369.459,2,1,7,5.424,44.7,[0 0 0 ... 0 0 0]
TRAIN_1819,14.111,67.621,3.476,260.26,3,2,3,3.372,57.53,[0 0 0 ... 0 0 0]
TRAIN_1820,4.245,6.742,4.921,328.402,4,0,8,4.921,44.76,[0 0 0 ... 0 0 0]
TRAIN_1821,45.06,90.27,1.948,338.4,4,0,5,1.948,76.47,[0 0 0 ... 0 1 0]
TRAIN_1822,0.11,15.12,4.902,532.634,5,2,7,4.904,126.92,[0 0 0 ... 0 0 0]
TRAIN_1823,0.32,12.59,2.331,329.433,3,0,2,2.331,38.77,[0 0 0 ... 0 0 0]
TRAIN_1824,99.0,86.53,4.793,473.363,6,0,9,4.793,70.76,[0 0 0 ... 0 0 0]
TRAIN_1825,88.19,91.016,2.916,344.799,5,2,4,2.916,109.74,[0 0 0 ... 0 0 0]
TRAIN_1826,76.249,99.9,2.368,299.26,5,0,3,2.377,89.41,[0 0 0 ... 0 0 0]
TRAIN_1827,0.13,0.39,5.117,408.44,3,0,5,5.117,34.06,[0 0 0 ... 0 0 0]
TRAIN_1828,1.664,37.815,4.342,359.739,5,1,5,4.342,73.34,[0 0 0 ... 0 0 0]
TRAIN_1829,21.283,65.667,4.23,432.422,6,1,5,4.23,110.36,[0 1 0 ... 0 0 0]
TRAIN_1830,83.833,91.534,2.263,274.269,5,4,1,2.259,90.15,[0 0 0 ... 0 0 0]
TRAIN_1831,3.63,16.17,5.697,623.592,5,0,10,5.425,82.2,[0 0 0 ... 0 0 0]
TRAIN_1832,7.269,71.806,2.867,307.818,3,2,6,2.252,50.08,[0 0 0 ... 0 0 0]
TRAIN_1833,16.776,15.781,4.609,340.381,4,1,2,4.736,71.75,[0 0 0 ... 0 1 0]
TRAIN_1834,32.61,44.76,3.028,342.435,4,2,3,3.028,78.35,[0 0 1 ... 0 0 0]
TRAIN_1835,6.278,9.045,4.072,347.386,3,1,2,3.968,53.82,[0 0 0 ... 0 0 0]
TRAIN_1836,8.92,57.372,2.08,393.258,4,3,5,2.184,122.26,[0 0 0 ... 0 0 0]
TRAIN_1837,66.4,99.99,1.599,364.439,5,1,5,1.599,84.0,[0 0 0 ... 0 0 0]
TRAIN_1838,0.861,14.452,3.343,384.535,3,1,4,2.117,57.79,[0 0 0 ... 0 0 0]
TRAIN_1839,59.6,91.32,1.779,330.401,3,0,2,1.779,79.78,[0 0 0 ... 0 0 0]
TRAIN_1840,0.118,33.057,2.709,289.56,2,0,1,2.709,33.43,[0 0 0 ... 0 0 0]
TRAIN_1841,63.694,70.72,2.127,330.289,3,2,4,2.127,73.8,[0 0 0 ... 0 0 0]
TRAIN_1842,72.651,71.798,0.605,351.398,6,1,8,-0.746,82.55,[0 0 0 ... 0 0 0]
TRAIN_1843,26.797,20.123,4.425,286.412,2,1,4,4.701,41.99,[0 0 0 ... 0 0 0]
TRAIN_1844,32.262,58.9,2.61,314.429,4,0,3,2.611,59.73,[0 0 0 ... 0 0 0]
TRAIN_1845,10.928,12.063,2.383,309.359,3,1,6,1.3,82.75,[0 0 0 ... 0 0 0]
TRAIN_1846,81.68,91.59,4.382,415.511,3,2,4,4.168,116.13,[0 0 0 ... 0 0 0]
TRAIN_1847,83.479,99.9,-0.187,366.497,5,2,6,-0.124,126.16,[0 0 0 ... 0 0 0]
TRAIN_1848,4.68,88.07,2.67,423.505,5,2,11,2.52,85.62,[0 0 0 ... 0 0 0]
TRAIN_1849,17.67,34.54,1.318,335.355,5,2,6,1.318,108.57,[0 0 0 ... 0 0 0]
TRAIN_1850,1.53,0.88,4.641,390.432,4,0,4,4.641,60.77,[0 0 0 ... 1 0 0]
TRAIN_1851,64.477,50.848,-0.255,296.408,5,2,6,-0.356,62.55,[0 0 0 ... 0 0 0]
TRAIN_1852,53.974,74.423,3.312,355.474,5,1,6,3.2,48.83,[0 0 0 ... 0 0 0]
TRAIN_1853,46.58,34.92,7.435,494.071,1,1,2,7.436,93.75,[0 0 0 ... 0 0 0]
TRAIN_1854,0.0,0.0,3.392,645.173,7,2,9,3.392,140.84,[0 0 0 ... 0 0 0]
TRAIN_1855,0.11,33.95,4.947,366.415,3,0,5,4.947,44.35,[0 0 0 ... 0 0 0]
TRAIN_1856,3.162,24.526,2.814,380.48,3,1,7,2.814,58.64,[0 0 0 ... 0 0 0]
TRAIN_1857,49.05,77.99,3.223,331.34,2,2,3,3.223,96.24,[0 0 0 ... 0 1 1]
TRAIN_1858,84.68,83.54,2.371,341.792,2,1,3,2.371,52.65,[0 0 0 ... 0 0 0]
TRAIN_1859,1.0,1.0,4.05,343.783,3,0,3,4.05,47.78,[0 0 0 ... 0 0 0]
TRAIN_1860,6.609,41.071,3.932,361.444,4,1,6,3.933,75.52,[0 0 0 ... 0 0 0]
TRAIN_1861,0.08,57.98,2.088,330.353,3,1,3,2.088,58.64,[0 0 0 ... 0 0 0]
TRAIN_1862,7.782,38.833,3.113,311.382,3,1,5,3.113,68.77,[0 0 0 ... 0 0 0]
TRAIN_1863,48.753,77.868,4.175,307.39,2,1,4,4.175,44.7,[0 0 0 ... 0 0 0]
TRAIN_1864,81.33,92.17,2.114,423.437,9,3,9,-0.166,159.47,[0 0 0 ... 0 0 0]
TRAIN_1865,0.86,2.43,3.444,422.497,5,0,9,3.444,76.58,[0 0 0 ... 0 0 0]
TRAIN_1866,0.64,25.01,3.857,331.365,3,1,3,3.858,47.56,[0 0 0 ... 0 0 0]
TRAIN_1867,43.44,27.32,3.739,458.935,5,0,5,3.739,68.31,[0 0 0 ... 0 0 0]
TRAIN_1868,54.152,46.318,1.411,306.314,5,1,2,1.411,77.1,[0 0 0 ... 0 1 0]
TRAIN_1869,99.15,75.69,4.617,470.543,5,1,7,3.183,116.02,[0 0 0 ... 0 0 0]
TRAIN_1870,0.337,13.649,4.048,295.351,2,1,5,3.906,21.26,[0 0 0 ... 0 0 0]
TRAIN_1871,29.411,45.336,-0.804,334.374,5,2,4,-0.853,98.63,[0 0 0 ... 0 0 0]
TRAIN_1872,40.91,76.16,1.827,442.511,5,2,9,1.827,114.41,[0 0 0 ... 0 0 0]
TRAIN_1873,99.99,99.99,4.862,551.08,6,3,7,4.862,100.64,[0 0 0 ... 0 0 0]
TRAIN_1874,87.05,99.0,4.587,421.512,4,2,5,4.588,104.37,[0 0 0 ... 0 0 0]
TRAIN_1875,44.79,34.76,2.239,364.282,3,1,5,2.24,100.6,[0 0 0 ... 0 0 0]
TRAIN_1876,2.77,7.06,2.604,435.537,5,1,6,2.604,98.25,[0 0 0 ... 0 0 0]
TRAIN_1877,84.96,83.86,1.551,260.332,2,2,4,1.696,58.2,[0 0 0 ... 0 0 0]
TRAIN_1878,42.723,71.829,1.647,269.312,4,1,5,1.153,41.93,[0 0 0 ... 0 0 0]
TRAIN_1879,99.99,99.99,2.151,337.434,4,1,5,0.686,95.08,[0 0 0 ... 0 0 0]
TRAIN_1880,83.884,69.299,3.563,385.844,3,1,3,3.563,55.73,[0 0 0 ... 0 0 0]
TRAIN_1881,57.43,83.1,3.765,368.476,4,0,4,3.768,121.18,[0 0 0 ... 0 0 0]
TRAIN_1882,41.44,84.74,3.351,437.493,5,1,4,3.355,84.0,[0 0 0 ... 0 0 0]
TRAIN_1883,1.908,7.225,2.856,257.263,3,1,2,2.856,54.88,[0 0 0 ... 0 0 0]
TRAIN_1884,61.539,99.0,0.392,260.249,3,4,3,0.49,99.32,[0 0 0 ... 0 0 0]
TRAIN_1885,0.04,8.08,3.457,304.771,3,1,5,3.457,51.22,[0 0 0 ... 0 0 0]
TRAIN_1886,27.11,52.15,2.563,302.325,5,1,4,2.562,73.44,[0 0 0 ... 0 0 0]
TRAIN_1887,4.091,81.083,4.244,321.43,3,0,9,2.752,29.54,[0 0 0 ... 0 0 0]
TRAIN_1888,94.2,62.3,-2.191,422.52,9,0,7,-2.189,211.95,[0 0 0 ... 0 0 0]
TRAIN_1889,72.89,99.99,3.141,291.389,3,1,4,3.141,68.02,[0 0 1 ... 0 0 0]
TRAIN_1890,0.96,1.0,3.134,318.372,3,1,1,3.135,57.59,[0 0 0 ... 0 0 0]
TRAIN_1891,1.0,1.0,2.679,391.484,4,2,5,2.679,99.88,[0 0 0 ... 0 0 0]
TRAIN_1892,55.475,99.9,0.441,284.331,4,2,6,0.441,126.72,[0 0 0 ... 0 0 0]
TRAIN_1893,80.21,99.0,2.444,325.392,4,2,2,2.444,136.77,[0 0 0 ... 0 0 0]
TRAIN_1894,0.31,21.03,2.155,456.538,5,1,4,2.196,135.76,[0 0 0 ... 0 0 0]
TRAIN_1895,34.26,43.96,2.346,380.361,3,1,5,2.346,58.64,[0 0 0 ... 0 0 0]
TRAIN_1896,0.77,0.75,3.4,383.464,4,2,5,3.469,96.01,[0 0 0 ... 0 0 0]
TRAIN_1897,49.957,58.782,4.474,278.391,1,1,1,3.367,15.27,[0 0 1 ... 0 0 0]
TRAIN_1898,0.307,1.376,2.378,403.437,6,2,4,2.375,110.61,[0 0 0 ... 0 0 0]
TRAIN_1899,2.34,18.92,3.968,468.994,5,1,11,3.968,93.32,[0 0 0 ... 0 0 0]
TRAIN_1900,9.066,7.664,3.145,328.449,2,1,3,3.145,49.41,[0 0 1 ... 0 0 0]
TRAIN_1901,28.035,5.672,4.029,355.346,4,2,1,4.306,84.17,[0 0 0 ... 0 0 0]
TRAIN_1902,3.12,49.01,2.43,358.193,3,1,2,2.43,89.63,[0 0 0 ... 0 0 0]
TRAIN_1903,37.26,56.62,4.313,414.453,4,3,9,4.313,91.42,[0 0 0 ... 0 0 0]
TRAIN_1904,3.334,9.912,4.826,496.598,5,1,6,4.826,119.07,[0 0 0 ... 0 0 0]
TRAIN_1905,0.0,0.0,3.13,280.707,4,0,4,3.13,65.22,[0 0 0 ... 0 0 0]
TRAIN_1906,4.73,9.21,4.583,321.6,1,0,2,4.583,17.82,[0 0 0 ... 0 0 0]
TRAIN_1907,99.99,99.99,2.54,364.394,5,2,7,1.128,87.99,[0 0 0 ... 0 0 0]
TRAIN_1908,5.504,31.248,2.211,339.411,2,3,3,2.211,120.58,[0 0 0 ... 0 0 0]
TRAIN_1909,94.904,89.192,0.612,391.488,6,1,8,0.612,117.58,[0 0 0 ... 0 0 0]
TRAIN_1910,86.5,99.99,1.185,399.528,4,2,4,1.185,146.19,[0 0 0 ... 0 0 0]
TRAIN_1911,5.46,6.8,3.166,296.321,3,2,4,3.166,63.35,[0 0 0 ... 1 0 0]
TRAIN_1912,1.72,0.68,3.336,295.332,3,1,5,3.336,55.4,[0 0 0 ... 0 0 0]
TRAIN_1913,0.44,0.58,4.186,362.465,4,1,9,3.854,43.38,[0 0 0 ... 0 0 0]
TRAIN_1914,12.69,12.25,5.374,485.612,7,0,13,3.87,66.46,[0 0 0 ... 0 0 0]
TRAIN_1915,96.03,97.37,2.127,366.371,4,3,6,2.127,110.93,[0 0 0 ... 0 0 0]
TRAIN_1916,80.9,12.79,3.467,329.352,3,1,3,3.465,63.46,[0 0 0 ... 0 0 0]
TRAIN_1917,78.19,81.77,3.031,469.555,4,1,4,3.004,76.01,[0 0 0 ... 0 0 0]
TRAIN_1918,5.321,3.43,5.266,539.709,7,0,8,5.265,80.14,[0 0 0 ... 0 0 0]
TRAIN_1919,3.89,14.875,2.399,473.567,4,1,8,2.399,85.32,[0 0 0 ... 0 0 0]
TRAIN_1920,91.97,98.78,1.597,299.328,5,2,4,1.58,104.7,[0 0 0 ... 0 0 0]
TRAIN_1921,28.651,76.575,-0.2,255.294,5,1,4,-1.196,114.73,[0 0 0 ... 0 0 0]
TRAIN_1922,0.07,0.42,2.958,412.57,5,2,10,1.441,127.49,[0 0 0 ... 0 0 0]
TRAIN_1923,37.41,86.02,3.21,381.536,4,1,6,3.209,86.81,[0 0 0 ... 0 0 0]
TRAIN_1924,0.498,13.714,3.538,333.445,3,1,6,3.537,82.44,[0 0 0 ... 0 1 0]
TRAIN_1925,0.12,9.8,4.085,339.39,2,0,3,4.021,47.34,[0 0 0 ... 0 0 0]
TRAIN_1926,24.84,27.72,2.789,363.367,4,1,3,2.789,84.66,[0 0 0 ... 0 0 0]
TRAIN_1927,3.66,99.0,4.114,338.829,4,1,5,4.114,59.92,[0 0 0 ... 0 0 0]
TRAIN_1928,70.86,94.97,0.922,260.295,4,1,2,0.922,77.63,[0 0 0 ... 0 0 0]
TRAIN_1929,0.146,50.327,2.74,285.267,4,0,5,2.74,76.66,[0 0 0 ... 0 0 0]
TRAIN_1930,1.768,8.448,3.882,312.368,3,1,4,3.882,50.7,[0 0 0 ... 0 0 0]
TRAIN_1931,16.18,12.54,2.45,541.606,5,1,7,1.321,85.43,[0 0 0 ... 0 0 0]
TRAIN_1932,0.1,58.8,3.774,328.793,3,1,3,3.981,51.22,[0 1 0 ... 0 0 0]
TRAIN_1933,74.633,99.9,1.991,265.216,2,2,2,1.902,94.61,[0 0 0 ... 0 0 0]
TRAIN_1934,5.666,85.033,2.827,253.339,2,2,4,2.793,32.26,[0 0 0 ... 0 0 0]
TRAIN_1935,0.01,2.66,3.272,328.409,5,0,5,1.716,52.41,[0 0 1 ... 0 0 0]
TRAIN_1936,81.493,90.355,2.407,372.849,4,2,5,2.183,68.18,[0 0 0 ... 0 0 0]
TRAIN_1937,16.161,78.141,1.84,296.448,3,0,4,1.67,32.78,[0 0 0 ... 0 0 0]
TRAIN_1938,29.57,23.95,6.882,433.609,1,1,3,6.882,65.5,[0 0 0 ... 0 0 0]
TRAIN_1939,21.07,16.74,4.991,409.48,2,3,7,4.99,73.99,[0 0 0 ... 0 0 0]
TRAIN_1940,66.16,57.23,1.829,386.488,4,1,8,1.829,76.46,[0 0 1 ... 0 0 0]
TRAIN_1941,59.937,97.185,4.89,350.394,4,0,4,4.89,93.57,[0 0 0 ... 0 0 0]
TRAIN_1942,77.436,91.145,0.521,416.52,6,0,3,0.525,130.49,[0 0 0 ... 0 0 0]
TRAIN_1943,0.31,31.19,2.914,292.338,3,2,4,2.914,70.89,[0 0 0 ... 0 0 0]
TRAIN_1944,87.0,80.2,-0.626,347.455,5,3,3,-3.322,84.49,[0 0 0 ... 0 0 0]
TRAIN_1945,0.11,99.99,2.821,364.459,6,0,4,2.821,85.69,[0 0 0 ... 0 0 0]
TRAIN_1946,1.554,22.443,5.0,290.811,2,1,4,5.0,53.98,[0 1 0 ... 0 0 0]
TRAIN_1947,0.242,0.888,1.934,314.382,4,0,4,1.934,72.12,[0 0 0 ... 0 0 0]
TRAIN_1948,6.138,38.518,2.812,388.368,8,1,6,2.812,92.68,[0 0 0 ... 0 0 0]
TRAIN_1949,12.838,64.581,2.693,380.415,4,2,6,2.691,68.18,[0 0 0 ... 0 0 0]
TRAIN_1950,94.942,90.078,2.788,313.217,3,0,3,2.788,71.84,[0 0 0 ... 0 0 0]
TRAIN_1951,0.54,27.74,4.114,420.232,5,1,4,4.114,65.5,[0 0 0 ... 0 0 0]
TRAIN_1952,96.46,91.23,3.49,431.323,3,1,5,3.49,58.64,[0 0 0 ... 0 0 0]
TRAIN_1953,2.827,28.199,2.727,297.332,2,0,2,2.726,78.97,[0 0 0 ... 0 0 0]
TRAIN_1954,99.99,99.99,4.443,455.532,4,0,4,4.443,105.29,[0 0 0 ... 0 0 0]
TRAIN_1955,0.07,71.63,2.896,360.835,3,1,4,2.896,58.64,[0 0 0 ... 0 0 0]
TRAIN_1956,86.752,84.046,0.707,252.29,5,2,2,-0.786,104.05,[0 0 0 ... 0 0 0]
TRAIN_1957,0.08,58.29,4.35,389.426,3,1,3,4.409,64.74,[0 0 1 ... 0 0 0]
TRAIN_1958,17.78,67.55,3.174,271.705,3,1,3,3.268,55.63,[0 0 0 ... 0 0 0]
TRAIN_1959,1.844,1.603,2.558,419.495,7,0,7,2.558,107.07,[0 0 0 ... 0 0 0]
TRAIN_1960,31.63,39.16,5.106,389.881,3,2,4,5.106,76.72,[0 0 0 ... 0 0 0]
TRAIN_1961,87.9,94.51,0.548,351.424,5,1,6,0.548,105.57,[0 0 0 ... 0 0 0]
TRAIN_1962,51.571,77.04,1.532,357.43,5,0,3,1.532,89.36,[0 0 0 ... 0 0 0]
TRAIN_1963,55.4,64.39,2.574,327.404,3,1,3,2.574,95.04,[0 0 0 ... 0 0 0]
TRAIN_1964,1.49,77.77,1.736,356.416,4,1,6,1.736,67.87,[0 0 0 ... 0 0 0]
TRAIN_1965,84.531,99.9,-0.224,274.279,6,2,4,-0.226,101.36,[0 0 0 ... 0 0 0]
TRAIN_1966,23.404,86.283,3.319,306.294,3,1,2,3.278,77.83,[0 0 0 ... 0 1 0]
TRAIN_1967,0.84,3.06,3.447,331.411,2,2,1,3.447,48.13,[0 0 0 ... 0 0 0]
TRAIN_1968,0.16,0.6,2.868,259.324,3,0,3,2.868,59.06,[0 0 0 ... 0 0 0]
TRAIN_1969,89.764,89.087,1.48,263.203,4,1,2,1.384,72.17,[0 0 0 ... 0 0 0]
TRAIN_1970,3.022,3.15,3.161,381.445,4,0,2,3.161,72.06,[0 0 0 ... 0 0 0]
TRAIN_1971,99.9,99.9,2.535,330.289,7,3,2,1.905,113.29,[0 0 0 ... 0 0 0]
TRAIN_1972,99.99,99.99,4.522,394.053,3,0,1,4.522,43.08,[0 0 0 ... 0 0 0]
TRAIN_1973,6.4,10.82,3.346,293.295,2,1,1,3.346,46.39,[0 0 0 ... 0 0 0]
TRAIN_1974,15.38,46.44,4.591,338.228,2,1,6,4.591,38.33,[0 0 0 ... 0 0 0]
TRAIN_1975,45.08,68.52,5.21,538.65,6,1,8,3.736,82.81,[0 0 0 ... 0 0 0]
TRAIN_1976,0.152,37.377,2.824,252.265,3,0,2,2.824,35.53,[0 0 0 ... 0 0 0]
TRAIN_1977,16.231,70.669,2.526,274.269,5,3,4,2.492,86.99,[0 0 0 ... 0 0 0]
TRAIN_1978,1.0,4.12,3.678,465.364,5,0,4,3.678,85.7,[0 0 0 ... 0 0 0]
TRAIN_1979,90.676,90.375,2.109,396.529,4,1,6,2.89,78.01,[0 0 0 ... 0 0 0]
TRAIN_1980,63.37,71.14,2.976,447.462,4,1,3,2.976,95.33,[0 0 0 ... 0 0 0]
TRAIN_1981,68.649,99.9,0.609,297.318,5,2,2,-0.387,112.74,[0 0 0 ... 0 0 0]
TRAIN_1982,2.378,3.404,4.692,415.875,4,1,4,4.694,72.7,[0 1 0 ... 0 0 0]
TRAIN_1983,87.35,85.44,2.381,450.51,6,1,4,2.382,121.36,[0 0 0 ... 0 0 0]
TRAIN_1984,0.55,49.76,2.929,412.479,5,1,9,2.929,84.94,[0 0 0 ... 0 0 0]
TRAIN_1985,76.09,86.12,1.814,262.351,3,2,4,0.45,61.02,[0 0 0 ... 0 0 0]
TRAIN_1986,93.69,92.28,4.008,385.776,3,0,4,4.008,71.84,[0 0 0 ... 0 0 0]
TRAIN_1987,84.251,99.9,3.383,424.455,5,1,4,3.383,92.49,[0 0 0 ... 0 0 0]
TRAIN_1988,5.263,21.545,1.263,255.272,4,1,4,0.304,74.17,[0 0 0 ... 0 0 0]
TRAIN_1989,47.45,40.787,3.461,468.545,6,1,7,3.461,102.76,[0 0 2 ... 0 0 0]
TRAIN_1990,57.35,64.03,2.359,311.377,4,1,5,2.406,109.08,[0 0 0 ... 0 0 0]
TRAIN_1991,5.18,86.82,2.995,316.418,3,1,6,2.995,66.91,[0 0 0 ... 0 0 0]
TRAIN_1992,99.0,99.0,2.639,310.307,6,1,5,1.224,90.13,[0 0 0 ... 0 0 0]
TRAIN_1993,33.45,99.0,1.379,338.361,4,2,6,1.387,97.12,[0 0 0 ... 0 0 0]
TRAIN_1994,0.65,0.45,4.834,428.48,4,1,8,4.834,73.59,[0 0 0 ... 0 0 0]
TRAIN_1995,89.441,90.865,1.371,362.508,5,0,9,-0.012,91.52,[0 0 1 ... 0 0 0]
TRAIN_1996,17.17,45.31,3.758,329.398,3,2,6,3.757,66.48,[0 0 0 ... 0 0 0]
TRAIN_1997,80.866,22.607,4.625,496.613,5,2,7,4.292,80.68,[0 0 0 ... 0 0 0]
TRAIN_1998,50.08,99.99,1.071,331.389,4,1,3,1.077,105.92,[0 0 0 ... 0 0 0]
TRAIN_1999,0.2,5.86,2.321,409.525,4,0,3,2.321,69.64,[0 0 0 ... 0 0 0]
TRAIN_2000,97.087,94.925,3.04,320.342,3,3,5,1.656,82.19,[0 0 0 ... 0 0 0]
TRAIN_2001,1.34,48.37,2.015,301.402,4,2,7,2.018,84.01,[0 0 0 ... 0 0 0]
TRAIN_2002,94.28,76.63,2.524,266.137,2,0,0,2.542,30.71,[0 0 0 ... 0 0 0]
TRAIN_2003,36.1,46.7,4.357,400.508,5,2,6,4.357,75.99,[0 0 0 ... 0 0 0]
TRAIN_2004,86.85,92.78,0.518,320.383,4,0,3,0.518,59.08,[0 0 1 ... 0 0 0]
TRAIN_2005,4.842,67.919,2.678,460.931,3,0,6,2.678,103.17,[0 1 0 ... 0 0 0]
TRAIN_2006,10.628,55.634,6.319,371.515,2,0,8,6.122,12.47,[0 0 0 ... 0 0 0]
TRAIN_2007,31.98,99.0,4.528,381.874,4,1,7,4.528,92.87,[0 0 0 ... 0 0 0]
TRAIN_2008,3.23,3.48,4.338,384.331,3,1,7,3.163,58.73,[0 0 0 ... 0 0 1]
TRAIN_2009,54.98,89.17,2.15,366.518,4,1,6,1.406,81.01,[0 0 1 ... 0 0 0]
TRAIN_2010,3.17,49.2,2.826,454.52,3,1,7,2.825,72.96,[0 0 0 ... 0 0 0]
TRAIN_2011,53.9,77.38,0.56,360.388,6,1,4,0.56,117.8,[0 0 0 ... 0 0 0]
TRAIN_2012,93.18,52.97,1.255,283.325,2,2,2,1.255,65.19,[0 0 0 ... 0 0 0]
TRAIN_2013,8.283,34.03,4.766,288.386,1,1,1,4.766,16.96,[0 0 0 ... 0 0 0]
TRAIN_2014,1.152,4.304,3.256,315.321,6,1,4,3.256,69.51,[0 0 0 ... 0 0 0]
TRAIN_2015,96.6,99.9,-0.178,307.277,4,2,3,-0.878,89.95,[0 0 0 ... 0 0 0]
TRAIN_2016,42.074,67.117,2.431,365.429,3,1,3,2.565,88.49,[0 0 0 ... 0 0 0]
TRAIN_2017,71.286,62.854,4.793,383.871,2,1,3,4.793,46.5,[0 0 1 ... 0 0 0]
TRAIN_2018,1.43,4.63,3.976,352.473,3,0,7,5.053,44.87,[0 1 0 ... 0 0 0]
TRAIN_2019,24.28,66.99,1.539,257.291,3,3,2,1.452,110.15,[0 0 0 ... 0 0 0]
TRAIN_2020,11.302,0.707,3.991,405.536,3,1,4,3.991,63.05,[0 0 0 ... 0 0 0]
TRAIN_2021,0.555,63.906,3.713,320.388,3,1,3,3.75,55.87,[0 0 0 ... 0 0 0]
TRAIN_2022,60.82,86.99,2.693,273.302,2,2,4,2.693,49.33,[0 0 0 ... 0 0 0]
TRAIN_2023,1.226,6.759,4.032,381.808,6,1,4,4.032,83.18,[0 0 1 ... 0 0 0]
TRAIN_2024,3.056,1.26,4.214,436.527,4,3,9,4.207,116.51,[0 0 0 ... 0 0 0]
TRAIN_2025,52.736,5.714,3.659,304.346,4,1,2,3.659,63.31,[0 0 0 ... 0 0 0]
TRAIN_2026,1.0,9.03,4.211,448.94,5,1,6,4.27,138.19,[0 0 0 ... 0 0 0]
TRAIN_2027,49.54,43.13,3.165,371.47,3,0,3,3.165,51.91,[0 0 0 ... 0 0 0]
TRAIN_2028,99.0,98.439,0.476,266.315,4,1,3,0.455,50.28,[0 0 0 ... 0 0 0]
TRAIN_2029,5.9,33.33,4.281,297.779,1,1,1,4.281,29.1,[0 1 0 ... 0 0 0]
TRAIN_2030,99.021,83.772,-0.73,522.507,8,0,6,-0.729,183.22,[0 0 0 ... 0 0 0]
TRAIN_2031,0.83,2.81,4.463,362.506,3,0,7,4.463,99.85,[0 0 0 ... 0 0 0]
